                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                 0.8711,                0.54613,                  1.549,                0.77942,                 0.7053,                0.76053,                0.60589,                0.79708,                0.48191,                 1.6152,              0.0039362,              0.0039362,              0.0039362
                    100,                0.87184,                0.54882,                 1.5457,                0.77903,                0.70594,                0.76074,                0.60624,                0.79668,                0.48146,                 1.6147,              0.0038744,              0.0038744,              0.0038744
                    101,                0.87171,                0.54748,                 1.5486,                 0.7782,                0.70725,                0.76089,                0.60646,                0.79618,                0.48104,                 1.6144,              0.0038125,              0.0038125,              0.0038125
                    102,                0.86482,                0.54446,                 1.5477,                0.77816,                0.70806,                0.76114,                0.60668,                0.79615,                0.48059,                 1.6148,              0.0037506,              0.0037506,              0.0037506
                    103,                0.86336,                0.54075,                 1.5412,                0.77846,                 0.7078,                0.76121,                0.60691,                0.79581,                0.48007,                 1.6144,              0.0036888,              0.0036888,              0.0036888
                    104,                0.86686,                0.54516,                  1.546,                0.77996,                0.70752,                0.76137,                0.60716,                0.79556,                0.47972,                 1.6139,              0.0036269,              0.0036269,              0.0036269
                    105,                0.86239,                 0.5408,                 1.5402,                 0.7799,                0.70821,                0.76171,                0.60767,                 0.7952,                0.47925,                 1.6137,               0.003565,               0.003565,               0.003565
                    106,                0.86178,                0.53969,                 1.5405,                0.77889,                0.70921,                0.76186,                0.60831,                0.79429,                0.47869,                 1.6127,              0.0035031,              0.0035031,              0.0035031
                    107,                0.85963,                0.53773,                 1.5355,                0.77981,                0.70909,                0.76198,                0.60843,                0.79401,                 0.4783,                 1.6124,              0.0034413,              0.0034413,              0.0034413
                    108,                0.85932,                0.53724,                 1.5358,                0.77957,                0.70987,                0.76214,                0.60878,                0.79336,                0.47794,                 1.6119,              0.0033794,              0.0033794,              0.0033794
                    109,                0.85605,                0.53453,                 1.5306,                0.77932,                0.71035,                0.76236,                0.60905,                0.79309,                0.47757,                 1.6117,              0.0033175,              0.0033175,              0.0033175
                    110,                0.85674,                0.53311,                 1.5347,                0.77911,                0.71108,                0.76249,                0.60935,                0.79262,                0.47712,                 1.6114,              0.0032556,              0.0032556,              0.0032556
                    111,                0.85666,                0.53429,                 1.5314,                0.77927,                0.71137,                0.76254,                0.60966,                0.79175,                0.47668,                 1.6105,              0.0031938,              0.0031938,              0.0031938
